timestamp,query_name,transaction_id,ttl,response_ip
2024-12-17 13:21:36.790899,example24.com,37771,60,192.168.1.35
2024-12-17 13:31:38.790899,example23.com,19065,60,192.168.1.194
2024-12-17 12:47:43.790899,example56.com,7986,120,192.168.1.3
2024-12-17 13:26:16.790899,example41.com,54286,300,192.168.1.112
2024-12-17 12:53:08.790899,example75.com,54193,300,192.168.1.68
2024-12-17 13:00:30.790899,example85.com,13787,300,192.168.1.253
2024-12-17 12:41:38.790899,example37.com,41110,300,192.168.1.90
2024-12-17 13:12:49.790899,example71.com,58379,120,192.168.1.225
2024-12-17 12:56:53.790899,example99.com,30367,300,192.168.1.249
2024-12-17 13:05:24.790899,example49.com,28337,0,192.168.1.209
2024-12-17 13:22:08.790899,example18.com,59346,120,192.168.1.128
2024-12-17 13:32:26.790899,example9.com,3640,300,192.168.1.155
2024-12-17 13:25:51.790899,example86.com,42335,300,192.168.1.143
2024-12-17 13:19:14.790899,example31.com,64568,0,192.168.1.33
2024-12-17 12:46:54.790899,example14.com,8207,300,192.168.1.75
2024-12-17 12:51:35.790899,example35.com,25004,60,192.168.1.47
2024-12-17 13:33:25.790899,example89.com,38435,300,192.168.1.56
2024-12-17 12:57:10.790899,example15.com,45337,300,192.168.1.139
2024-12-17 12:50:29.790899,example12.com,5520,120,192.168.1.12
2024-12-17 13:24:56.790899,example7.com,24569,60,192.168.1.101
2024-12-17 13:07:57.790899,example100.com,138,120,192.168.1.55
2024-12-17 12:39:39.790899,example58.com,7997,60,192.168.1.226
2024-12-17 12:37:17.790899,example79.com,32980,60,192.168.1.207
2024-12-17 13:16:09.790899,example93.com,28530,300,192.168.1.86
2024-12-17 13:01:54.790899,example45.com,51852,60,192.168.1.32
2024-12-17 12:43:54.790899,example41.com,52309,0,192.168.1.52
2024-12-17 13:28:42.790899,example34.com,49907,120,192.168.1.192
2024-12-17 12:43:23.790899,example100.com,12374,60,192.168.1.45
2024-12-17 13:00:57.790899,example89.com,29035,0,192.168.1.216
2024-12-17 12:47:31.790899,example4.com,16666,0,192.168.1.115
2024-12-17 13:25:35.790899,example76.com,35857,120,192.168.1.213
2024-12-17 12:56:30.790899,example69.com,24548,120,192.168.1.129
2024-12-17 12:39:24.790899,example58.com,30028,300,192.168.1.71
2024-12-17 12:47:14.790899,example63.com,16773,60,192.168.1.243
2024-12-17 13:28:42.790899,example53.com,59757,60,192.168.1.155
2024-12-17 12:55:21.790899,example68.com,61171,300,192.168.1.174
2024-12-17 13:08:07.790899,example17.com,53155,0,192.168.1.61
2024-12-17 13:31:14.790899,example30.com,54034,0,192.168.1.51
2024-12-17 12:37:11.790899,example89.com,2218,120,192.168.1.50
2024-12-17 13:28:20.790899,example88.com,9450,120,192.168.1.17
2024-12-17 13:11:31.790899,example32.com,19774,60,192.168.1.64
2024-12-17 13:00:12.790899,example21.com,17797,0,192.168.1.136
2024-12-17 12:38:11.790899,example100.com,26032,0,192.168.1.128
2024-12-17 12:48:39.790899,example10.com,56978,0,192.168.1.91
2024-12-17 12:43:59.790899,example27.com,30336,0,192.168.1.4
2024-12-17 13:17:05.790899,example24.com,22708,120,192.168.1.69
2024-12-17 12:48:57.790899,example64.com,7947,120,192.168.1.66
2024-12-17 13:02:20.790899,example19.com,58427,60,192.168.1.59
2024-12-17 13:19:42.790899,example58.com,28610,60,192.168.1.15
2024-12-17 13:09:42.790899,example72.com,52478,60,192.168.1.90
2024-12-17 12:59:02.790899,example93.com,53932,120,192.168.1.33
2024-12-17 13:28:15.790899,example24.com,49730,120,192.168.1.121
2024-12-17 13:03:54.790899,example53.com,49229,120,192.168.1.40
2024-12-17 13:04:14.790899,example73.com,63458,60,192.168.1.173
2024-12-17 13:01:07.790899,example11.com,12570,300,192.168.1.200
2024-12-17 13:16:03.790899,example9.com,64010,0,192.168.1.164
2024-12-17 13:16:59.790899,example71.com,12192,120,192.168.1.76
2024-12-17 13:01:15.790899,example96.com,16857,120,192.168.1.216
2024-12-17 13:34:14.790899,example67.com,27967,120,192.168.1.182
2024-12-17 13:05:59.790899,example53.com,23919,0,192.168.1.219
2024-12-17 13:23:13.790899,example78.com,60419,120,192.168.1.62
2024-12-17 13:11:56.790899,example37.com,1102,300,192.168.1.62
2024-12-17 12:57:58.790899,example96.com,28968,120,192.168.1.216
2024-12-17 13:06:33.790899,example95.com,29346,0,192.168.1.233
2024-12-17 12:57:26.790899,example27.com,54068,300,192.168.1.80
2024-12-17 12:59:27.790899,example23.com,6186,300,192.168.1.216
2024-12-17 13:14:55.790899,example38.com,3897,120,192.168.1.10
2024-12-17 12:55:54.790899,example30.com,1208,0,192.168.1.192
2024-12-17 13:16:31.790899,example51.com,12908,60,192.168.1.87
2024-12-17 12:53:35.790899,example45.com,33620,120,192.168.1.162
2024-12-17 13:21:04.790899,example93.com,47999,0,192.168.1.144
2024-12-17 13:18:18.790899,example65.com,6099,0,192.168.1.253
2024-12-17 13:25:20.790899,example35.com,32650,120,192.168.1.115
2024-12-17 12:45:21.790899,example42.com,30413,0,192.168.1.190
2024-12-17 13:06:29.790899,example56.com,25857,60,192.168.1.35
2024-12-17 12:57:02.790899,example69.com,50721,60,192.168.1.125
2024-12-17 13:28:58.790899,example75.com,2643,0,192.168.1.135
2024-12-17 13:23:06.790899,example61.com,29788,120,192.168.1.163
2024-12-17 13:29:01.790899,example54.com,16267,0,192.168.1.160
2024-12-17 12:59:36.790899,example36.com,40600,0,192.168.1.230
2024-12-17 12:57:50.790899,example40.com,46490,0,192.168.1.26
2024-12-17 13:22:19.790899,example94.com,5942,120,192.168.1.195
2024-12-17 13:09:53.790899,example80.com,3047,300,192.168.1.253
2024-12-17 13:31:32.790899,example29.com,43741,300,192.168.1.169
2024-12-17 13:18:33.790899,example20.com,3245,0,192.168.1.204
2024-12-17 13:24:30.790899,example3.com,14448,300,192.168.1.132
2024-12-17 12:53:57.790899,example57.com,3416,300,192.168.1.117
2024-12-17 12:47:09.790899,example60.com,20172,300,192.168.1.15
2024-12-17 13:25:21.790899,example73.com,44622,60,192.168.1.160
2024-12-17 13:01:07.790899,example89.com,40529,120,192.168.1.101
2024-12-17 13:31:09.790899,example17.com,47719,120,192.168.1.214
2024-12-17 13:07:30.790899,example65.com,63750,120,192.168.1.122
2024-12-17 12:42:06.790899,example17.com,27395,120,192.168.1.30
2024-12-17 13:20:38.790899,example50.com,30890,60,192.168.1.174
2024-12-17 13:11:18.790899,example10.com,2054,120,192.168.1.34
2024-12-17 13:35:44.790899,example36.com,24987,60,192.168.1.14
2024-12-17 13:08:33.790899,example55.com,63716,300,192.168.1.240
2024-12-17 12:47:28.790899,example81.com,44124,300,192.168.1.143
2024-12-17 13:08:50.790899,example75.com,49030,120,192.168.1.69
2024-12-17 13:30:28.790899,example65.com,14550,60,192.168.1.27
2024-12-17 13:05:19.790899,example44.com,11242,0,192.168.1.197
2024-12-17 13:16:10.790899,example79.com,50052,300,192.168.1.149
2024-12-17 13:21:42.790899,example60.com,58342,300,192.168.1.89
2024-12-17 13:16:21.790899,example28.com,29900,120,192.168.1.26
2024-12-17 12:59:58.790899,example44.com,15366,60,192.168.1.162
2024-12-17 12:37:24.790899,example50.com,31671,120,192.168.1.202
2024-12-17 13:06:56.790899,example99.com,33004,0,192.168.1.165
2024-12-17 13:00:44.790899,example31.com,22452,60,192.168.1.242
2024-12-17 12:50:40.790899,example50.com,10121,60,192.168.1.187
2024-12-17 12:43:00.790899,example58.com,22468,120,192.168.1.209
2024-12-17 12:53:58.790899,example48.com,35057,300,192.168.1.51
2024-12-17 13:34:14.790899,example88.com,42784,120,192.168.1.59
2024-12-17 13:12:25.790899,example94.com,50115,120,192.168.1.245
2024-12-17 13:24:17.790899,example24.com,19422,300,192.168.1.205
2024-12-17 13:13:19.790899,example90.com,59093,300,192.168.1.154
2024-12-17 13:16:30.790899,example47.com,9546,0,192.168.1.7
2024-12-17 13:23:08.790899,example74.com,55111,0,192.168.1.221
2024-12-17 13:33:37.790899,example87.com,29224,300,192.168.1.237
2024-12-17 13:23:06.790899,example78.com,65362,0,192.168.1.47
2024-12-17 13:09:52.790899,example73.com,53241,300,192.168.1.51
2024-12-17 13:36:19.790899,example47.com,61341,0,192.168.1.170
2024-12-17 13:17:47.790899,example31.com,58219,60,192.168.1.7
2024-12-17 13:35:31.790899,example30.com,33900,300,192.168.1.62
2024-12-17 13:21:04.790899,example59.com,27796,60,192.168.1.133
2024-12-17 12:46:58.790899,example44.com,48022,300,192.168.1.179
2024-12-17 13:18:35.790899,example65.com,14822,60,192.168.1.54
2024-12-17 13:26:01.790899,example33.com,4605,120,192.168.1.161
2024-12-17 12:52:09.790899,example59.com,34376,60,192.168.1.54
2024-12-17 13:34:42.790899,example19.com,1776,120,192.168.1.5
2024-12-17 13:26:32.790899,example59.com,44785,60,192.168.1.196
2024-12-17 12:50:30.790899,example2.com,39775,120,192.168.1.55
2024-12-17 13:01:39.790899,example12.com,45411,60,192.168.1.31
2024-12-17 12:51:27.790899,example77.com,8057,120,192.168.1.2
2024-12-17 13:26:02.790899,example42.com,48833,0,192.168.1.77
2024-12-17 13:06:51.790899,example35.com,53324,300,192.168.1.251
2024-12-17 13:23:33.790899,example28.com,10246,0,192.168.1.245
2024-12-17 13:28:54.790899,example65.com,40977,60,192.168.1.169
2024-12-17 13:17:43.790899,example44.com,61295,0,192.168.1.144
2024-12-17 13:35:13.790899,example46.com,62113,120,192.168.1.115
2024-12-17 13:18:10.790899,example15.com,39265,120,192.168.1.29
2024-12-17 12:45:08.790899,example20.com,26819,60,192.168.1.122
2024-12-17 12:47:48.790899,example48.com,25778,120,192.168.1.90
2024-12-17 13:26:50.790899,example89.com,62906,300,192.168.1.130
2024-12-17 13:34:32.790899,example50.com,55428,60,192.168.1.81
2024-12-17 12:51:20.790899,example38.com,62539,0,192.168.1.219
2024-12-17 13:04:09.790899,example11.com,42238,120,192.168.1.143
2024-12-17 12:46:45.790899,example46.com,63412,0,192.168.1.121
2024-12-17 13:21:12.790899,example44.com,33406,300,192.168.1.89
2024-12-17 12:46:14.790899,example53.com,35458,300,192.168.1.52
2024-12-17 12:49:10.790899,example56.com,283,120,192.168.1.28
2024-12-17 12:42:37.790899,example77.com,51352,0,192.168.1.96
2024-12-17 13:07:53.790899,example46.com,17273,120,192.168.1.150
2024-12-17 13:13:44.790899,example35.com,51857,0,192.168.1.116
2024-12-17 13:03:58.790899,example90.com,25389,0,192.168.1.122
2024-12-17 13:31:58.790899,example38.com,12213,120,192.168.1.123
2024-12-17 13:01:10.790899,example78.com,28181,120,192.168.1.13
2024-12-17 13:08:30.790899,example89.com,53895,300,192.168.1.242
2024-12-17 13:31:15.790899,example17.com,1259,300,192.168.1.159
2024-12-17 13:18:08.790899,example92.com,10038,60,192.168.1.38
2024-12-17 13:36:04.790899,example95.com,35500,0,192.168.1.91
2024-12-17 12:41:49.790899,example78.com,30940,60,192.168.1.81
2024-12-17 12:51:04.790899,example45.com,29370,60,192.168.1.7
2024-12-17 12:39:59.790899,example58.com,3450,0,192.168.1.168
2024-12-17 13:02:22.790899,example87.com,51530,60,192.168.1.130
2024-12-17 12:45:51.790899,example20.com,14855,0,192.168.1.3
2024-12-17 13:23:50.790899,example66.com,21947,300,192.168.1.138
2024-12-17 13:09:26.790899,example23.com,63909,0,192.168.1.168
2024-12-17 13:16:42.790899,example13.com,27903,60,192.168.1.226
2024-12-17 12:44:46.790899,example54.com,21402,0,192.168.1.173
2024-12-17 13:31:20.790899,example41.com,56133,120,192.168.1.189
2024-12-17 13:32:18.790899,example19.com,3536,60,192.168.1.22
2024-12-17 13:15:58.790899,example79.com,15493,60,192.168.1.41
2024-12-17 13:02:23.790899,example14.com,14863,300,192.168.1.250
2024-12-17 13:19:31.790899,example3.com,19227,60,192.168.1.175
2024-12-17 13:21:17.790899,example64.com,30197,0,192.168.1.169
2024-12-17 12:57:47.790899,example49.com,37506,300,192.168.1.18
2024-12-17 13:28:53.790899,example96.com,30652,300,192.168.1.140
2024-12-17 13:34:25.790899,example15.com,25388,300,192.168.1.243
2024-12-17 13:17:21.790899,example75.com,39623,300,192.168.1.143
2024-12-17 13:20:35.790899,example25.com,8327,0,192.168.1.6
2024-12-17 13:36:09.790899,example99.com,23137,60,192.168.1.194
2024-12-17 12:54:20.790899,example68.com,18122,300,192.168.1.59
2024-12-17 12:48:19.790899,example71.com,21101,120,192.168.1.209
2024-12-17 13:26:56.790899,example2.com,44120,0,192.168.1.179
2024-12-17 12:51:54.790899,example90.com,54001,60,192.168.1.187
2024-12-17 12:44:20.790899,example33.com,3515,120,192.168.1.230
2024-12-17 13:24:58.790899,example57.com,10015,300,192.168.1.144
2024-12-17 13:07:33.790899,example51.com,18313,120,192.168.1.246
2024-12-17 12:38:20.790899,example54.com,51946,60,192.168.1.228
2024-12-17 13:08:59.790899,example27.com,42871,120,192.168.1.137
2024-12-17 13:04:38.790899,example97.com,43023,300,192.168.1.83
2024-12-17 13:09:23.790899,example37.com,59914,300,192.168.1.24
2024-12-17 13:15:44.790899,example48.com,45255,300,192.168.1.74
2024-12-17 12:57:28.790899,example98.com,19514,60,192.168.1.248
2024-12-17 13:03:29.790899,example12.com,54258,120,192.168.1.31
2024-12-17 13:20:56.790899,example94.com,18661,300,192.168.1.229
2024-12-17 13:25:59.790899,example70.com,49404,300,192.168.1.30
2024-12-17 12:55:15.790899,example36.com,4113,0,192.168.1.100
2024-12-17 13:12:53.790899,example67.com,12374,60,192.168.1.66
2024-12-17 12:59:57.790899,example6.com,1765,300,192.168.1.181
2024-12-17 12:38:27.790899,example54.com,10927,0,192.168.1.58
2024-12-17 13:03:41.790899,example5.com,17308,0,192.168.1.205
2024-12-17 12:53:18.790899,example44.com,12651,0,192.168.1.161
